customer_id,customer_name,dob,sex,nationality
1289,cus_289,1994-11-04,Other,French
1290,cus_290,1940-12-13,Female,German
1291,cus_291,1953-07-06,Other,English
1292,cus_292,1961-12-21,Female,French
1293,cus_293,1971-06-29,Male,French
1294,cus_294,1980-09-14,Female,French
1295,cus_295,1946-06-07,Male,French
1296,cus_296,1969-09-15,Male,Italian
1297,cus_297,1987-10-18,Male,German
1298,cus_298,1983-04-30,Other,Italian
1299,cus_299,1969-02-22,Other,French
1300,cus_300,1959-06-24,Male,Spanish
1301,cus_301,1999-01-10,,English
1302,cus_302,1956-12-28,Other,French
1303,cus_303,1941-09-03,Female,French
1304,cus_304,1990-07-05,Female,English
1305,cus_305,1958-06-17,Female,Other
1306,cus_306,1992-11-26,Other,Other
1307,cus_307,1991-04-05,Other,Other
1308,cus_308,1967-06-26,Male,English
1309,cus_309,1954-10-10,Female,
1310,cus_310,1991-12-20,Other,Italian
1311,cus_311,1941-10-10,Other,Other
1312,cus_312,1944-06-20,Other,German
1313,cus_313,1971-09-29,Other,German
1314,cus_314,1958-04-24,Other,English
1315,cus_315,1986-12-21,Female,Spanish
1316,cus_316,1942-08-14,Female,French
1317,cus_317,1976-09-17,Other,German
1318,cus_318,1953-02-20,Female,Spanish
1319,cus_319,1986-08-22,Other,Italian
1320,cus_320,1998-10-31,Female,Spanish
1321,cus_321,1953-08-31,Female,French
1322,cus_322,1941-12-01,Other,English
1323,cus_323,1961-08-16,Female,English
1324,cus_324,1946-07-28,Other,French
1325,cus_325,1967-12-03,Male,German
1326,cus_326,1981-11-18,Other,English
1327,cus_327,1976-12-04,Male,Italian
1328,cus_328,1963-04-29,Female,Italian
1329,cus_329,1960-07-22,Female,Other
1330,cus_330,1946-08-01,Female,Other
1331,cus_331,1965-05-17,Male,English
1332,cus_332,1970-06-16,Female,Other
1333,cus_333,1984-11-11,Male,Italian
1334,cus_334,1974-01-06,Other,English
1335,cus_335,1978-02-02,Female,Italian
1336,cus_336,1940-07-03,Other,German
1337,cus_337,1965-03-22,Male,Italian
1338,cus_338,1990-11-27,Other,English
1339,cus_339,1993-12-08,Female,French
1340,cus_340,1991-10-16,Male,Spanish
1341,cus_341,1972-06-25,Male,Other
1342,cus_342,1950-06-10,Male,German
1343,cus_343,1950-09-19,Female,English
1344,cus_344,1944-02-04,Other,German
1345,cus_345,1952-01-18,Female,Spanish
1346,cus_346,1969-03-12,Male,English
1347,cus_347,1988-06-23,Male,Other
1348,cus_348,1984-08-03,Female,Spanish
1349,cus_349,1976-05-26,Male,German
1350,cus_350,1966-09-09,Female,Spanish
1351,cus_351,1955-08-09,Female,Spanish
1352,cus_352,1959-02-27,Female,Italian
1353,cus_353,1956-04-14,Female,Other
1354,cus_354,1953-02-18,Male,Italian
1355,cus_355,1952-11-09,Male,Italian
1356,cus_356,1969-09-29,Male,Italian
1357,cus_357,1973-07-24,Male,French
1358,cus_358,1993-12-29,Female,Spanish
1359,cus_359,1949-02-22,Female,German
1360,cus_360,1973-03-14,Other,Spanish
1361,cus_361,1941-04-24,Male,French
1362,cus_362,1990-10-08,Other,German
1363,cus_363,1981-06-23,Male,Italian
1364,cus_364,1945-03-20,Male,Italian
1365,cus_365,1961-06-01,Female,French
1366,cus_366,1979-05-04,Male,French
1367,cus_367,1958-05-03,Male,Italian
1368,cus_368,1997-12-18,Male,Other
1369,cus_369,1945-12-25,Female,Italian
1370,cus_370,1953-10-01,Other,German
1371,cus_371,1957-04-06,Male,Italian
1372,cus_372,1950-03-29,Female,German
1373,cus_373,1955-01-03,Other,Italian
1374,cus_374,1971-11-29,Male,German
1375,cus_375,1992-06-04,Male,
1376,cus_376,1978-10-14,Female,English
1377,cus_377,1949-09-18,Other,Spanish
1378,cus_378,1992-09-12,Male,Other
1379,cus_379,1982-02-12,Male,Italian
1380,cus_380,1996-04-15,Other,French
1381,cus_381,1986-05-13,Other,Other
1382,cus_382,1945-07-29,Male,German
1383,cus_383,1967-11-18,Male,English
1384,cus_384,1977-05-30,Male,Italian
1385,cus_385,1966-02-14,Male,French
1386,cus_386,1958-08-23,Female,Spanish
1387,cus_387,1994-02-02,Other,Italian
1388,cus_388,1951-02-24,Female,Spanish
1389,cus_389,1966-09-16,Female,Spanish
1390,cus_390,1970-02-26,Female,Other
1391,cus_391,1971-03-13,Female,German
1392,cus_392,1999-11-08,Other,French
1393,cus_393,1989-11-26,Other,Spanish
1394,cus_394,1988-09-24,Other,Italian
1395,cus_395,1953-08-02,Male,German
1396,cus_396,1973-09-13,Female,French
1397,cus_397,1947-12-10,Female,
1398,cus_398,1988-08-07,Male,
1399,cus_399,1971-06-02,,French
1400,cus_400,1963-03-13,Other,Italian
1401,cus_401,1999-07-18,Other,French
1402,cus_402,1983-09-09,Female,English
1403,cus_403,1993-11-16,Female,French
1404,cus_404,1992-01-21,Male,
1405,cus_405,1960-11-24,Female,Other
1406,cus_406,1962-05-28,Female,Spanish
1407,cus_407,1992-11-07,Male,Italian
1408,cus_408,1991-08-31,Male,Other
1409,cus_409,1992-03-01,Female,Spanish
1410,cus_410,1963-01-25,Other,Spanish
1411,cus_411,1969-05-18,Male,English
1412,cus_412,1941-12-06,Other,Other
1413,cus_413,1998-12-13,Male,German
1414,cus_414,1998-07-04,Other,English
1415,cus_415,1996-12-22,Male,German
1416,cus_416,1987-07-10,Male,French
1417,cus_417,1942-06-05,Other,English
1418,cus_418,1942-04-18,Other,English
1419,cus_419,1949-05-18,Male,German
1420,cus_420,1984-04-17,Male,German
1421,cus_421,1950-05-21,Male,Spanish
1422,cus_422,1968-05-11,Other,Other
1423,cus_423,1995-09-21,Other,Other
1424,cus_424,1962-12-01,Male,German
1425,cus_425,1988-09-17,Female,Other
1426,cus_426,1953-05-25,Male,Other
1427,cus_427,1950-03-13,Other,Spanish
1428,cus_428,1985-09-10,Male,German
1429,cus_429,1992-03-10,Female,French
1430,cus_430,1959-06-27,Male,Italian
1431,cus_431,1967-10-07,Male,Italian
1432,cus_432,1961-03-05,Male,French
1433,cus_433,1954-01-19,Male,Spanish
1434,cus_434,1977-06-08,Male,Other
1435,cus_435,1970-08-27,Male,Italian
1436,cus_436,1980-03-03,Female,English
1437,cus_437,1969-11-17,Other,English
1438,cus_438,1976-03-09,Female,Spanish
1439,cus_439,1955-07-01,Female,Spanish
1440,cus_440,1957-05-26,Male,Spanish
1441,cus_441,1962-06-24,Male,French
1442,cus_442,1973-12-01,Male,Italian
1443,cus_443,1966-09-08,Other,German
1444,cus_444,1956-08-25,Other,French
1445,cus_445,1990-07-09,Other,English
1446,cus_446,1971-12-22,Other,Spanish
1447,cus_447,1976-05-19,Female,French
1448,cus_448,1995-11-28,Female,Spanish
1449,cus_449,1975-05-02,Other,Italian
1450,cus_450,1946-05-05,Male,French
1451,cus_451,1954-01-04,Other,Italian
1452,cus_452,1990-10-06,Other,Spanish
1453,cus_453,1955-10-17,Female,Spanish
1454,cus_454,1995-08-22,Other,Spanish
1455,cus_455,1990-02-27,Male,German
1456,cus_456,1947-04-01,Other,Spanish
1457,cus_457,1976-06-26,Female,Other
1458,cus_458,1971-09-11,Female,French
1459,cus_459,1997-10-29,Female,English
1460,cus_460,1946-09-07,Other,French
1461,cus_461,1965-02-13,Female,German
1462,cus_462,1992-06-13,Other,Other
1463,cus_463,1951-01-16,Male,English
1464,cus_464,1968-02-09,Other,Spanish
1465,cus_465,1980-03-23,Female,Other
1466,cus_466,1994-04-28,Male,Spanish
1467,cus_467,1966-08-13,Other,French
1468,cus_468,1941-03-06,Other,Other
1469,cus_469,1973-09-18,Female,Spanish
1470,cus_470,1990-02-13,Male,Spanish
1471,cus_471,1968-12-05,Female,German
1472,cus_472,1943-12-26,Male,Other
1473,cus_473,1979-07-28,Other,English
1474,cus_474,1955-05-18,Other,English
1475,cus_475,1956-11-26,Male,English
1476,cus_476,1997-01-13,Male,German
1477,cus_477,1969-10-04,Male,Other
1478,cus_478,1958-07-03,Male,German
1479,cus_479,1973-04-24,Female,German
1480,cus_480,1999-07-16,Female,German
1481,cus_481,1995-01-03,Male,Spanish
1482,cus_482,1944-02-27,Female,German
1483,cus_483,1987-08-24,Male,Spanish
1484,cus_484,1944-01-07,Male,English
1485,cus_485,1990-06-13,Female,Other
1486,cus_486,1940-03-09,,French
1487,cus_487,1974-11-25,Female,Other
1488,cus_488,1967-08-27,Other,Italian
1489,cus_489,1977-12-09,Male,Spanish
1490,cus_490,1985-06-28,Female,English
1491,cus_491,1999-06-06,Male,Italian
1492,cus_492,1996-09-25,Male,Other
1493,cus_493,1980-05-10,Female,French
1494,cus_494,1988-09-13,Female,Spanish
1495,cus_495,1968-07-05,Male,Italian
1496,cus_496,1988-10-10,Other,French
1497,cus_497,1993-12-04,Female,Other
1498,cus_498,1970-01-01,Other,German
1499,cus_499,1944-03-16,Other,German
1500,cus_500,1955-06-15,Other,English
1501,cus_501,1940-11-12,Other,English
1502,cus_502,1997-09-10,Female,Spanish
1503,cus_503,1987-07-25,Male,Other
1504,cus_504,1987-10-11,Other,Spanish
1505,cus_505,1940-08-28,Male,English
1506,cus_506,1985-01-21,Female,Italian
1507,cus_507,1953-06-22,Female,German
1508,cus_508,1969-11-15,Female,Italian
1509,cus_509,1985-07-19,Male,Italian
1510,cus_510,1994-11-30,Other,Spanish
1511,cus_511,1968-10-27,Female,Italian
1512,cus_512,1945-11-16,Female,French
1513,cus_513,1959-09-13,Female,Other
1514,cus_514,1949-03-16,Male,English
1515,cus_515,1941-06-15,Other,French
1516,cus_516,1980-11-28,Other,English
1517,cus_517,1943-01-07,Other,Spanish
1518,cus_518,1955-08-27,Other,French
1519,cus_519,1999-01-01,Male,German
1520,cus_520,1967-06-25,Female,Other
1521,cus_521,1981-11-14,Other,Spanish
1522,cus_522,1946-07-21,Other,Other
1523,cus_523,1946-05-15,Female,English
1524,cus_524,1999-12-17,Other,Other
1525,cus_525,1957-08-10,Other,Other
1526,cus_526,1944-12-09,Other,French
1527,cus_527,1998-02-24,Male,Italian
1528,cus_528,1961-03-16,Male,German
1529,cus_529,1963-11-26,Other,Spanish
1530,cus_530,1976-09-07,Female,Spanish
1531,cus_531,1982-04-09,Other,Other
1532,cus_532,1983-02-03,Male,French
1533,cus_533,1941-05-17,Female,Italian
1534,cus_534,1942-08-31,Male,English
1535,cus_535,1986-05-04,Other,French
1536,cus_536,1987-04-27,Female,Spanish
1537,cus_537,1960-09-25,Other,Italian
1538,cus_538,1941-10-03,Other,German
1539,cus_539,1969-06-23,Male,Spanish
1540,cus_540,1955-05-21,Other,French
1541,cus_541,1943-08-25,Other,Italian
1542,cus_542,1968-04-11,Male,Italian
1543,cus_543,1985-11-22,Female,German
1544,cus_544,1995-01-23,Female,Spanish
1545,cus_545,1975-11-22,Other,French
1546,cus_546,1954-01-04,Other,French
1547,cus_547,1944-04-16,Other,Italian
1548,cus_548,1995-10-29,Male,Spanish
1549,cus_549,1992-12-29,Male,German
1550,cus_550,1990-05-13,Female,Italian
1551,cus_551,1950-02-01,Other,German
1552,cus_552,1999-11-05,Male,German
1553,cus_553,1985-11-24,Other,Other
1554,cus_554,1981-02-03,Other,Other
1555,cus_555,1949-02-16,Female,English
1556,cus_556,1980-08-08,Female,Other
1557,cus_557,1960-03-27,Female,English
1558,cus_558,1982-10-07,Male,French
1559,cus_559,1971-02-10,Female,Other
1560,cus_560,1994-07-25,Female,Other
1561,cus_561,1950-10-16,Female,Italian
1562,cus_562,1991-12-07,Female,English
1563,cus_563,1996-10-05,Other,Other
1564,cus_564,1969-04-27,Male,Other
1565,cus_565,1951-08-28,Male,Spanish
1566,cus_566,1976-04-23,Male,Italian
1567,cus_567,1956-01-09,Other,German
1568,cus_568,1967-06-27,Male,German
1569,cus_569,1940-07-28,Other,Italian
1570,cus_570,1993-11-29,Male,French
1571,cus_571,1976-03-23,Female,Spanish
1572,cus_572,1967-02-18,Other,French
1573,cus_573,1946-01-14,Male,German
1574,cus_574,1975-04-25,Other,Italian
1575,cus_575,1980-08-23,Male,French
1576,cus_576,1940-10-30,Other,English
1577,cus_577,1940-03-19,Male,German
1578,cus_578,1992-09-02,Other,French
1579,cus_579,1983-12-20,Male,Italian
1580,cus_580,1961-05-12,Female,French
1581,cus_581,1953-01-11,Other,Italian
1582,cus_582,1999-04-09,Male,Other
1583,cus_583,1945-07-04,Other,Italian
1584,cus_584,1990-11-20,Other,English
1585,cus_585,1998-10-05,Male,Italian
1586,cus_586,1941-12-08,Male,Italian
1587,cus_587,1952-06-29,Other,Other
1588,cus_588,1985-06-16,Other,German
1589,cus_589,1983-12-14,Male,German
1590,cus_590,1960-08-23,Male,English
1591,cus_591,1976-09-04,Other,Other
1592,cus_592,1995-01-12,,Spanish
1593,cus_593,1967-01-04,Female,English
1594,cus_594,1984-05-18,Male,German
1595,cus_595,1955-03-28,Male,French
1596,cus_596,1954-12-16,Female,Italian
1597,cus_597,1943-10-24,Male,English
1598,cus_598,1983-10-18,Male,French
1599,cus_599,1940-01-14,Male,French
1600,cus_600,1954-12-05,Other,Italian
1601,cus_601,1999-06-17,Female,Italian
1602,cus_602,1959-10-13,Female,Italian
1603,cus_603,1957-03-24,Female,Italian
1604,cus_604,1945-06-18,Male,French
1605,cus_605,1962-06-25,Male,German
1606,cus_606,1969-12-26,Male,English
1607,cus_607,1998-04-02,Other,Other
1608,cus_608,1971-11-11,Female,Spanish
1609,cus_609,1964-05-24,Female,German
1610,cus_610,1942-07-31,Male,French
1611,cus_611,1952-06-04,Female,Other
1612,cus_612,1995-09-20,Male,French
1613,cus_613,1966-08-08,Male,Spanish
1614,cus_614,1977-06-16,Female,German
1615,cus_615,1948-08-20,Female,French
1616,cus_616,1972-02-05,Male,French
1617,cus_617,1977-03-14,Female,Other
1618,cus_618,1962-11-17,Male,French
1619,cus_619,1996-11-26,Male,Spanish
1620,cus_620,1979-08-16,Other,Italian
1621,cus_621,1960-02-01,Male,French
1622,cus_622,1944-10-13,Other,Spanish
1623,cus_623,1950-02-13,Female,English
1624,cus_624,1997-10-12,Other,German
1625,cus_625,1940-02-28,Male,Italian
1626,cus_626,1980-09-05,Male,German
1627,cus_627,1980-07-09,Other,Italian
1628,cus_628,1943-07-16,Female,Italian
1629,cus_629,1958-07-29,Female,Italian
1630,cus_630,1986-07-14,Other,French
1631,cus_631,1955-06-12,Female,French
1632,cus_632,1969-12-10,Male,Spanish
1633,cus_633,1983-09-05,Male,Other
1634,cus_634,1943-10-05,Female,Italian
1635,cus_635,1981-04-13,Male,French
1636,cus_636,1967-05-20,Male,Other
1637,cus_637,1971-09-11,Male,Other
1638,cus_638,1989-08-04,Female,German
1639,cus_639,1971-05-29,Female,English
1640,cus_640,1968-11-27,Female,Spanish
1641,cus_641,1961-04-17,Male,Other
1642,cus_642,1996-11-29,Other,Other
1643,cus_643,1958-06-08,Female,English
1644,cus_644,1970-06-15,Female,Spanish
1645,cus_645,1996-06-05,Other,French
1646,cus_646,1956-06-09,Female,French
1647,cus_647,1951-12-09,Male,German
1648,cus_648,1975-05-27,Male,Other
1649,cus_649,1997-09-04,Male,German
1650,cus_650,1999-11-20,Male,French
1651,cus_651,1941-04-14,Other,French
1652,cus_652,1951-06-19,Female,Other
1653,cus_653,1955-02-05,Male,Other
1654,cus_654,1992-02-27,Other,Italian
1655,cus_655,1984-02-15,Female,English
1656,cus_656,1957-11-07,Male,French
1657,cus_657,1987-03-13,Male,French
1658,cus_658,1947-01-09,Male,Other
1659,cus_659,1964-11-20,Female,French
1660,cus_660,1957-10-02,Male,Spanish
1661,cus_661,1973-09-20,Female,German
1662,cus_662,1987-10-24,Male,Spanish
1663,cus_663,1951-11-11,Male,Spanish
1664,cus_664,1990-04-04,Male,French
1665,cus_665,1954-08-20,Other,Other
